resource_id;name;address;zip;Phone Number;url
586;Second Harvest of the Greater Valley;1220 Vanderbilt Cir;95337;(209) 239-2091;https://www.localfoodbank.org/
598;Health and Human Services Department;1221 Nevin Ave;94801;(510) 970-1900;https://www.contracosta.ca.gov/122/Health-and-Human-Services
599;TLC in Home Care;1221 Pleasant Grove Blvd;95678;(916) 742-1110;https://tlcinhomecaresac.com/
600;Charles M. Holzner, MD;12214 Lakewood Blvd;90242;(562) 862-2775;https://www.pihhealth.org/find-a-doctor/physician-profile-advanced/charles-holzner/
602;Cerritos Crossroads Multinational Church of the Nazarene;12229 Del Amo Blvd;90703;(562) 809-4143;https://www.cerritosnazarene.com
606;High Desert - Second Chance - Open Market;12277 Mariposa Rd;92395;;https://jaain8.wixsite.com/second-chance/events
608;PIH Health Wound Healing Washington Medical Office Building;12291 Washington Blvd;90606;(562) 789-5462;https://www.pihhealth.org/health-services/wound/?utm_source=PIH-WHC-WHITTIER&utm_campaign=Local-Listings&utm_medium=Google-My-Business
609;Evolve Treatment Centers - Walnut Creek;123 Brodia Way;94598;(925) 266-5300;https://evolvetreatment.com/locations/walnut-creek/?utm_source=google&utm_medium=local&utm_campaign=walnutcreek
615;Kids Dental & Orthodontics Roseville;1230 Roseville Pkwy;95678;(916) 780-6300;https://www.kidscaredental.com/
616;Caminar Resource Connect - Solano;1234 Empire St;94533;(707) 652-7311;https://www.solanocounty.com/documents/Housing.pdf
617;LA County - Health Services;12340 Woodruff Ave;90241;(562) 803-4049;https://dhs.lacounty.gov
618;Aegis Treatment Centers;1235 Mchenry Ave;95350;(209) 239-9605;https://pinnacletreatment.com/
619;County Adult Assistance Program General Assistance Office;1235 Mission St;94103;(415) 558-1000;https://sf.gov/
627;Gonzalez Pharmacy;1240 N Hacienda Blvd;91744;(626) 918-4300;https://gonzalez-pharmacy.business.site/?utm_source=gmb&utm_medium=referral
629;Manor Branch Library;1241 Manor Blvd;94579;(510) 577-7970;http://www.sanleandro.org/depts/library/default.asp
630;Community Employment Services;1242 Market St;94102;(415) 503-4460;http://sfcesworks.org/
631;Victory Christian Center;12421 Hesperia Rd;92395;(760) 951-8784;http://frc.vesd.net/community_resources/emergency_food
633;First Day;12426 Whittier Blvd;90602;(562) 945-4304;https://www.whittierfirstday.org/
634;SAY - The Dr. James E. Coffee Teen Shelter for Runaway and Homeless Youth;1243 Ripley St;95401;(888) 729-0012;https://www.saysc.org/housing/
635;West Valley Branch Library;1243 San Tomas Aquino Rd;95117;(408) 244-4747;https://www.sjpl.org/west-valley
636;Los Angeles County Department of Health Services;12440 Imperial Hwy;90650;(562) 345-6800;http://publichealth.lacounty.gov
639;Oakland Public Library;125 14th St;94612;(510) 238-3134;http://www.oaklandlibrary.org/
640;Golden State Dental;125 Ascot Dr;95661;(916) 786-7070;https://www.goldenstatedentalco.com/
641;O'Connor Wound Care Clinic;125 Ciro Ave;95128;(408) 947-2804;https://oconnor.verity.org/OCH/woundCare.php
642;Catholic Social Services of Solano County;125 Corporate Pl;94590;(707) 664-8909;http://www.partnershiphp.org/Community/Documents/Solano/Solano_MentalHealth.pdf
643;Catholic Social Services;125 Corporate Pl;94590;(707) 644-8909;https://ccyoso.org
644;Catholic Social Services - General Counseling;125 Corporate Pl;94590;(707) 644-8909;https://www.1degree.org/org/catholic-social-service-of-solano-county
649;Aegis Treatment Centers;125 W F St;91762;(909) 986-4550;https://riversiderecovery.org/
651;Dr. Grant Williams;1250 S Sunset Ave;91790;(877) 331-3878;https://www.sharecare.com/doctor/dr-grant-p-williams
652;San Gabriel Medical Pharmacy;1250 S Sunset Ave;91790;(626) 960-8696;https://www.sangabrielmedicalpharmacy.com/
657;A Plus Dental Care;1258 Coloma Way;95661;(916) 784-1144;https://www.aplusdentalcaregroup.com/dentist-near-me/roseville-dentist/11220
661;Barn Life Recovery;126 E 16th St;92627;(949) 229-6853;https://www.barnliferecovery.com/
662;Tenderloin Housing Clinic;126 Hyde St;94102;(415) 885-3286;https://www.thclinic.org/
667;Thomas House Temporary Shelter;12601 Morningside Ave;92843;(714) 554-0357;https://www.thomashouseshelter.org/
668;SafeQuest Solano;1261 Travis Blvd;94533;(707) 422-7345;https://www.safequestsolano.org/contact
669;Select - An EmployBridge Company;1261 Travis Blvd;94533;(707) 492-1217;https://www.select.com/locations/fairfield-ca/80134-7228
670;California Vein & Wound Center - Fairfield;1261 Travis Blvd;94533;(707) 252-4955;https://treatyourlegs.com/our-offices/fairfield-office/
673;Moreno Valley Business and Employment Resource Center;12625 Frederick St;92553;(951) 413-3920;https://www.morenovalleybusiness.com/workforce/
674;County of Riverside - Public Services;12625 Heacock St;92553;(877) 410-8827;http://dpss.co.riverside.ca.us/office-location/moreno-04
675;Victor Valley Behavioral Health;12625 Hesperia Rd;92395;(760) 995-8300;https://wp.sbcounty.gov/dbh/mental-health-services/general/outpatient-clinics/
676;Family Vision Care & Contact Lenses Optometric Center;1263 Pleasant Grove Blvd;95747;(916) 773-1195;https://rosevilleeyedocs.com/
677;Dental Designs;1263 Pleasant Grove Blvd;95747;(916) 243-6360;https://www.dental-designs.com/
682;Home Stretch;1271 Washington Ave;94577;(510) 473-8643;https://everyonehome.org/our-work/home-stretch/
683;East Sac Dental;1273 32nd St;95816;(916) 452-7874;https://www.eastsacdentalcare.com/
686;Garden Grove Courtyard Center;12732 Main St;92840;(714) 741-5262;http://www.ci.garden-grove.ca.us/commserv/rentalfacilities
690;As One Transitional Living;12759 Petaluma Rd;92392;(760) 508-8998;https://www.homelessshelterdirectory.org/cgi-bin/id/city.cgi?city=Victorville&state=CA
693;Walgreens Pharmacy;128 S State College Blvd;92806;(714) 778-2519;https://www.walgreens.com/findcare/services?ext=gmb
694;Kaiser Permanente;12815 Heacock St;92553;(866) 984-7483;https://healthy.kaiserpermanente.org/doctors-locations
695;Upward Bound House;12841 Washington Blvd;90066;(310) 458-7779;https://upwardboundhouse.org/our-work/get-help-now/
697;Healthy Partnerships;1286 Callen St;95688;(707) 355-4059;https://www.caminar.org/healthy-partnerships/
698;Valley Community Counseling Clinic;129 E Center St;95336;(209) 239-5553;https://www.valleycommunitycounselingservices.org/services/
702;Apple Valley Church of the Nazarene;12935 Central Rd;92308;(760) 247-8433;http://frc.vesd.net/community_resources/emergency_food
703;Ujima Family Recovery Services - Ujima West;12960 San Pablo Ave;94805;(510) 215-2280;https://ujimafamily.org/
704;City Team - San Jose;1297 N 13th St;95112;(650) 779-4635;http://dignityonwheels.org/
705;LGTC Group - Sunnyvale Clinic;1298 Kifer Rd;94086;(800) 913-2615;https://www.lgtcgroup.com/
707;Pinnacle Mental Wellness Group, Inc;130 E Leland Rd;94565;(925) 384-3997;http://www.pinnaclementalwellness.com/
708;Compass Behavioral Health;130 S B St;92780;(888) 265-9114;https://compassbehavioralhealth.com/
709;PURA Vida Recovery Services;130 Stony Point Rd;95401;(707) 879-8432;https://www.pvrecovery.com/treatment
711;Lucky Pharmacy;1300 Fairmont Dr;94578;(510) 276-8106;https://www.luckysupermarkets.com/?utm_source=google&utm_medium=organic&utm_campaign=maps
716;Chartwell Staffing Solutions;1300 Oliver Rd;94533;(707) 425-7200;https://chartwellstaff.com/fairfield-ca-staffing-agency/
717;AltaMed Medical Group - West Covina;1300 S Sunset Ave;91790;(888) 499-9303;https://www.altamed.org/find/facility?page=3
724;Baron HR;1300 W Francisquito Ave;91790;(626) 593-8800;http://www.baronhr.com/
725;Eggleston Behavioral Health & Family Services;13001 Ramona Blvd;91706;(626) 214-9016;https://www.egglestonyouthcenter.org/
726;Eggleston Substance Abuse and Education Program;13001 Ramona Blvd;91706;(626) 470-8107;https://www.egglestonyouthcenter.org/addiction/
727;Eggleston Youth Centers, Inc;13001 Ramona Blvd;91706;(626) 470-8107;https://www.egglestonyouthcenter.org/addiction/
729;Walgreens Pharmacy;1301 Market St;94103;(415) 861-4010;https://www.walgreens.com/locator/walgreens-498+castro+st-san+francisco-ca-94114/id=1330
731;Pacific Medical - Prosthetics & Orthotics;1301 Secret Ravine Pkwy;95661;(916) 788-0530;https://pacmedicalop.com/locations/locations2/view/329
732;Michael J. Huang, MD - Family Practice & Aesthetics;1301 Secret Ravine Pkwy;95661;(916) 472-6454;https://www.huangmdoffice.com/
734;Shepherd's Pantry - Baldwin Park Distribution Center;13020 Francisquito Ave;91706;(626) 671-0090;https://www.shepherdspantry.com
736;Contra Costa County - Social Services;1305 Macdonald Ave;94801;(510) 412-3000;https://www.contracosta.ca.gov/
737;KBC Staffing;1305 Macdonald Ave;94801;(209) 374-3248;https://kbcstaffing.com
738;Pirate Staffing;13050 Valley Blvd;91746;(626) 333-0110;https://www.piratestaffing.com/
739;Walgreens Pharmacy;13052 Newport Ave;92780;(714) 505-6021;https://www.walgreens.com/findcare/services?ext=gmb
741;The Meadows Outpatient Center - Silicon Valley;1309 S Mary Ave;94087;(877) 927-8006;https://themeadowsiop.com/
746;Community Medical Center, Inc - Dixon;131 W A St;95620;(707) 635-1600;http://www.communityMedi-Calcenters.org/Locations/Dixon
750;MedMark Treatment Centers - Fresno;1310 M St;93721;(559) 264-2700;https://medmark.com/medmark-treatment-centers-fresno/
752;Lighthouse Treatment Center: Alcohol & Drug Rehab Orange County;1310 W Pearl St;92801;(866) 811-3656;https://lighthousetreatment.com/
753;Southern California Kidney Consultants, Inc;1310 W Stewart Dr;92868;(714) 836-4204;https://socalkidneyonline.org
754;BAART Programs - Richmond Addiction Research and Treatment, Inc;1313 Cutting Blvd;94804;(510) 232-0874;https://baartprograms.com/baart-richmond/
755;BAART Programs - Richmond;1313 Cutting Blvd;94804;(510) 232-0874;https://baartprograms.com/baart-richmond/
756;Bridges to Life Detox & Recovery;1313 N Brookhurst St;92801;(866) 702-5833;https://bridgestolifedetox.com/?utm_source=google&utm_medium=website%20button&utm_content=anaheim
757;Chino Neighborhood House;13130 6th St;91710;(909) 628-5608;https://chinoneighborhoodhouse.com/
758;Office of Alex J. Mercado, DDS;1315 Alhambra Blvd;95816;(916) 448-5458;https://www.sacsmiles.com/
759;Daby Dentist;1315 Alhambra Blvd;95816;(916) 443-8908;https://www.dabydental.com/
760;Endodontic Specialty Group;1315 Alhambra Blvd;95816;(916) 736-3101;http://www.sacramentorootcanal.com/template.jsp?doc=asbarak&c=Home&wiz=0&page=Home
763;National Medical Transportation, Inc;13181 Crossroads Pkwy S;91746;(844) 529-7275;https://www.nationalmedtransportation.com/
769;Jovenes, Inc - La Posada Shelter;1320 Pleasant Ave;90033;(323) 260-8035;https://jovenesinc.org/
770;Women's & Children's Crisis Shelter;13203 Hadley St;90603;(562) 945-3939;https://wccshope.org/
771;Accurate Personnel;13204 Philadelphia Ave;92337;(909) 301-3543;https://www.accurateusa.com/
772;Friendship Park;1321 N 12th St;95811;(916) 443-7378;www.sacfishes.org/programs/friendshippark
773;Recovery Beach Addiction Treatment Centers;13212 Chapman Ave;92840;(855) 964-4405;https://www.90210recovery.com/
774;Holy Innocents Catholic Church;1323 El Evado Rd;92392;(760) 955-6010;http://frc.vesd.net/community_resources/emergency_food
775;Walgreens Pharmacy;13231 Victory Blvd;91401;(818) 623-9358;https://www.walgreens.com/findcare/services?ext=gmb
782;America's Job Center of California Riverside;1325 Spruce St;92507;(951) 955-3100;https://www.careeronestop.org/LocalHelp/AmericanJobCenters/find-american-job-centers-details.aspx?location=Moreno%20Valley,%20%20CA&radius=25&ct=0&y=0&w=0&e=0&sortcolumns=Distance&sortdirections=ASC&curPage=1&pagesize=10&centerID=75808&dist=7.3&locationSelected=0&persist=true
784;Heart of Gold Medical Transport, Inc;1329 Howe Ave;95825;(916) 550-5326;https://www.heartofgoldmedtransport.com/
786;Gateway Pharmacy;1330 Gateway Blvd;94533;(707) 422-0500;https://www.mygnp.com/pharmacies/gateway-pharmacy-fairfield-ca-94533/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=5641938
803;Saint John of God Healthcare Services;13333 Palmdale Rd;92392;(760) 241-4917;http://www.stjoghcs.org/withdraw-management-.html
805;Diamond Youth Shelter - Larkin Street Youth Services - San Francisco, CA;134 Golden Gate Ave;94102;(415) 673-0911;https://larkinstreetyouth.org/get-help/#section-housing
809;Dominic Savio Church;13400 Bellflower Blvd;90706;(562) 920-7796;https://saintdominicsavio.org
813;East San Gabriel Valley Coalition for the Homeless;1345 Turnbull Canyon Rd;91745;(626) 333-7204;https://www.esgvch.org/
819;Richmond Public Library - West Side Branch;135 Washington Ave;94801;(510) 620-6567;http://www.ci.richmond.ca.us/3787/West-Side-Branch-Library
821;CVS Pharmacy - Store #9823 - Florin Road Location;1350 Florin Rd;95831;(916) 392-5184;https://www.cvs.com/store-locator/cvs-pharmacy-address/1350+Florin+Road-Sacramento-CA-95831/storeid=9823?WT.mc_id=LS_GOOGLE_FS_9823
823;Isabelle King, MD;1350 S Eliseo Dr;94904;(415) 925-7450;https://www.mymarinhealth.org/find-a-provider/isabelle-king-md/
824;David & Margaret Youth and Family Services;1350 Third St;91750;;https://www.davidandmargaret.org/what-we-do/compass-point/permanent-supportive-housing.html
826;Loaves and Fishes;1351 N C St;95811;(916) 446-0874;https://sacloaves.org
827;Good Samaritan Transport, LLC;13525 Somerset St;92344;(760) 680-8154;https://goodsamtransports.com/
828;Rite Aid Pharmacy;1355 Macarthur Blvd;94577;(510) 352-3677;https://www.riteaid.com/locations/ca/san-leandro/1355-macarthur-boulevard.html
830;California Vein & Wound Center - Vacaville;1360 Burton Dr;95687;(707) 252-4955;https://treatyourlegs.com/our-offices/vacaville-office/
831;Burning Hearts Ministry;13600 Pawnee Rd;92307;(760) 493-0435;http://frc.vesd.net/community_resources/emergency_food
832;Walgreens Pharmacy;1363 Divisadero St;94115;(415) 931-9974;https://www.walgreens.com/locator/walgreens-498+castro+st-san+francisco-ca-94114/id=1329
839;Cottonwood Golf Center;13671 Frederick St;92552;(951) 413-3290;http://www.moval.org/cool/
844;San Pablo Library - Contra Costa County Library;13751 San Pablo Ave;94806;(510) 374-3998;https://ccclib.org/locations/24/
846;Harvest Community Church;1376 Blue Oaks Blvd;95678;(916) 771-4781;https://www.harvestfamily.net/
849;The Davis Group Counseling & Wellness Services - Roseville Office;1380 Lead Hill Blvd;95661;(916) 740-6424;http://thedavisgroup.org/
850;Certified Employment Group;1380 Lead Hill Blvd;95661;(916) 771-6886;www.certifiedemployment.com
851;Rite Aid Pharmacy;13803 Foothill Blvd;91342;(818) 367-8103;https://www.riteaid.com/pharmacy/services/virtual-care
853;Medical Arts Pharmacy;13847 E 14th St;94578;(510) 357-1881;http://www.Medi-Calartspharmrx.com/
854;San Bernardino County Transitional Assistance Department - CalWORKs;13886 Central Rd;92307;(909) 388-0245;https://wp.sbcounty.gov/tad/programs/calworks/
861;Bright Care Pharmacy;140 N Orange Ave;91790;(626) 251-1630;https://bright-care-pharmacy.business.site/
865;Roseville Walmart Supercenter - #4202 Pharmacy;1400 Lead Hill Blvd;95661;(916) 724-0012;https://www.walmart.com/store/4202-roseville-ca
866;First Step Communities;1400 N A St;95811;(916) 822-4900;https://www.firststepcommunities.org/
867;Alto Pharmacy;1400 Tennessee St;94107;(800) 874-5881;https://www.alto.com/
877;City of Richmond Transportation Services;1404 Macdonald Ave;94801;(510) 620-6869;http://www.ci.richmond.ca.us/3329/Parking-Management-Services
880;High Desert - Homeless Services;14049 Amargosa Rd;92392;;https://www.highdeserthomelessservices.org/
882;De Anza Community and Teen Center;1405 S Fern St;91761;(909) 395-2030;https://211sb.org/wp-content/uploads/2018/06/Cool-Places-to-Go-2021-Updt-6-18-21.pdf
885;Kemp Individual & Family Therapy, Inc;14075 Hesperia Rd;92395;(760) 810-0000;https://www.kemptherapyhd.com/
886;J. Cole Recovery Homes, Inc;1408 A St;94509;(925) 978-2873;http://www.thecolehouse.org/index.html
888;La Ventana Treatment Programs - Primary Mental Health, Trauma Recovery Treatment;1408 Thousand Oaks Blvd;91362;(833) 239-3552;https://laventanatreatment.com/
890;Target;141 Lakewood Center Mall;90712;(562) 894-0019;https://www.target.com/sl/lakewood-center-mall/1409
891;Bonita House Mental Health;1410 Bonita Ave;94709;(510) 526-4765;https://bonitahouse.org
893;Partners Personnel;14101 Francisquito Ave;91706;(626) 213-0435;https://www.partnerspersonnel.com/
894;Walgreens Pharmacy;14102 Ramona Blvd;91706;(626) 337-1082;https://www.walgreens.com/locator/walgreens-14102+ramona+blvd-baldwin+park-ca-91706/id=7654
898;Roseville Dermatology;1412 Blue Oaks Blvd;95747;(916) 784-7546;https://www.rosevillederm.com/
900;ASC Staffing Group, LLC;14135 Francisquito Ave;91706;(626) 472-0001;https://www.ascstaffinggroup.com/
901;Partners Personnel Hesperia;14135 Main St;92345;(760) 981-7272;https://www.partnerspersonnel.com/
902;Hesperia Main Street Offices;14135 Main St;92345;(866) 205-3595;https://healthy.kaiserpermanente.org/southern-california/facilities/hesperia-main-street-offices-338553
909;Shepherd's Pantry - Irwindale Distribution Center;1418 Arrow Hwy;91706;(626) 305-0392;https://www.shepherdspantry.com
910;OS4 Labor Fontana;14189 Foothill Blvd;92335;(909) 476-8326;https://www.os4labor.com/
914;Remedy Rx Pharmacy & Compounding;1420 E Roseville Pkwy;95661;(916) 740-1600;https://www.myremedyrx.com/
